id,title_en,title_de,language,faculty,cp,level,level_band,kind,primary_cluster,secondary_clusters,topic_tags,competencies,module_code,source,source_url,description_en,notes
fin-120519,Computer-Assisted Surgery,,en,FIN,6,Master,advanced,course,viz,hci,computer-assisted surgery; medical imaging; navigation; registration,"Understand modern surgical and interventional imaging technologies; Apply surgical tracking, calibration and registration methods; Design and develop surgical planning and navigation systems; Write a state-of-the-art report on computer-assisted surgery; Read, analyze and summarize scientific papers",FIN-INF-120519,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-informatik-ab-sommer-2026-QKE/page/computer-assisted-surgery,"Course on computer-assisted surgery covering interventional imaging, tracking, calibration and registration, and the design of surgical planning and navigation systems.",
fin-120500,Data and Knowledge Engineering,,en,FIN,6,Master,core,seminar,data_eng,ml_ai; methods_skills,knowledge engineering; information retrieval; nlp,Work in practice with data and knowledge engineering approaches; Perform a state-of-the-art literature review on a given topic; Apply machine learning techniques to a hands-on problem; Describe a data and knowledge engineering task as a scientific paper; Present and defend a practical project,FIN-INF-120500,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-informatik-ab-sommer-2026-QKE/page/data-and-knowledge-engineering,"Seminar applying data and knowledge engineering and machine learning to a hands-on problem in information retrieval, NLP or human-AI interaction, resulting in a paper.",
fin-120326,Data Management for Engineering Applications,,en,FIN,6,Master,core,course,data_eng,design_plm,data management; engineering data; plm,"Design relational and non-relational databases for engineering; Assess engineering data management requirements; Apply product data management with database systems; Support workflows, interoperability and product lifecycle management",FIN-INF-120326,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/data-management-for-engineering-applications,"Course on database-backed data management for engineering applications, covering product data management, interoperability and product lifecycle support.",
fin-120454,Data Mining I - Introduction to Data Mining,,en,FIN,6,Master,introductory,course,ml_ai,data_eng,data mining; classification; clustering; model evaluation,Apply supervised classification algorithms to tabular data; Apply unsupervised clustering algorithms; Evaluate and compare data mining models; Perform data engineering to prepare data for mining; Build workflows for model evaluation,FIN-INF-120454,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/data-mining-i-introduction-to-data-mining,"Introduction to data mining covering supervised classification, unsupervised clustering, model evaluation and data engineering fundamentals.",
fin-120455,Data Mining II - Advanced Topics in Data Mining,,en,FIN,6,Master,advanced,course,ml_ai,data_eng,data mining; data streams; temporal learning; concept drift,Design learning algorithms for temporal data and data streams; Apply supervised and unsupervised stream learning methods; Detect and handle concept drift; Perform continuous evaluation of temporal models; Interpret models induced from temporal data,FIN-INF-120455,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/data-mining-ii-advanced-topics-in-data-mining,"Advanced data mining course on temporal data and streams, covering stream clustering, classification, concept drift and continuous evaluation.",
fin-120513,Data Science with Python,,en,FIN,6,Master,core,course,data_eng,ml_ai,data science; python; data analysis,"Import and preprocess raw data from files, databases and web APIs; Transform data for modelling in Python; Perform exploratory data analysis with statistics and visualization; Build and evaluate predictive models in Python",FIN-INF-120513,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/data-science-with-python,"Hands-on course teaching data science with Python: importing, transforming, exploring and modelling real-world data for prediction and insight.",
fin-120529,Database Concepts,,en,FIN,6,Master,introductory,course,data_eng,,databases; relational model; sql; normalization,Model relational databases from practical scenarios; Map ER schemas to relational models; Use relational algebra and SQL; Apply normalization and formal design criteria; Develop database applications with views and triggers,FIN-INF-120529,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/database-concepts,"Foundational database course covering relational modelling, ER mapping, SQL, normalization and database application programming.",
fin-120463,Digital Engineering Project,,en,FIN,12,Master,core,project,methods_skills,innovation_mgmt,team project; interdisciplinary; scientific work,Work collaboratively in interdisciplinary project teams; Carry out scientific work and contribute to publications; Plan and manage an innovative engineering task; Document and present project results,FIN-INF-120463,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/digital-engineering-project,Interdisciplinary team project where students collaborate on an innovative digital engineering task and produce a report and presentation.,
fin-102404,Distributed Data Management,,en,FIN,6,Master,advanced,course,data_eng,software_sys,distributed databases; parallel dbms; transactions,"Implement distributed and parallel databases; Design data distribution across nodes; Process queries and transactions in distributed systems; Optimize runtime performance, reliability and availability; Apply transactional replication techniques",FIN-INF-102404,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/distributed-data-management,"Course on distributed and parallel data management covering distribution design, distributed query and transaction processing, and replication.",
fin-120526,Embodied Interfaces in Immersive Spaces,,en,FIN,6,Master,advanced,course,hci,viz,embodied interaction; immersive systems; xr; spatial interaction,"Understand embodied interfaces and contextualize them within HCI and immersive systems; Design and implement a spatial interaction prototype in an immersive environment; Justify interface decisions using perceptual, motor and cognitive principles; Empirically evaluate an immersive interaction system; Integrate design and engineering perspectives for embodied interfaces",FIN-INF-120526,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-informatik-ab-sommer-2026-QKE/page/embodied-interfaces-in-immersive-spaces,"Course on embodied interfaces in immersive XR spaces, covering embodiment and presence, multisensory paradigms, and prototyping and evaluating spatial interaction.",
fin-120485,Estimation for Autonomous Mobile Robots,,en,FIN,6,Master,core,course,robotics,sim_num,mobile robots; state estimation; kalman filter; localization,Develop kinematic and discrete-time prediction models for mobile robots; Apply least-squares methods for localization and tracking; Design and apply Kalman filters and nonlinear generalizations; Perform dynamic state estimation for mobile systems,FIN-INF-120485,FIN BookStack (bookstack.cs.ovgu.de),https://bookstack.cs.ovgu.de/books/msc-digital-engineering-ab-sommer-2026/page/estimation-for-autonomous-mobile-robots,"Course on state estimation for autonomous mobile robots, covering kinematic models, least-squares localization, tracking and Kalman filtering.",
